Accessories,Body Color,Body Material,Body Type,Brand,Bundle Description,Color,Condition,Country of Manufacture,Country/Region of Manufacture,Custom Bundle,Dexterity,Features,Fingerboard,Hand,Items Included,MPN,Model,Model Year,Modification Description,Modified Item,Neck,Non-Domestic Product,Pickup,Product Line,Product Type,Right-/ Left-Handed,Serial Number,Series,Size,Soundboard Style,String Configuration,Style,Type,UPC,serial number,Price
,Yellow,Maple,Solid,Fender,,,Used,,,,,Volume Knob,,,,144502534,,,,,,,,Fender Stratocaster,,,,,Full Size,Flat Top,6 String,,,,,396.0
,Natural Walnut Satin,Solid Wood,Solid,Gibson,,,Used,,United States,,,,,,,,SG Standard Tribute,2019,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,849.99
,Ebony,Solid Wood,Solid,Gibson,,,Used,,United States,,,,,,,,Reverse Flying V,2007,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,1249.99
,Black,,Semi-Hollow,Silvertone,,,Used,USA,United States,No,,,,,,Does Not Apply,1448,60s,,No,,,,,,,,,,,6 String,,,Does not apply,,595.0
,Black,,,Fender,,,Used,,Mexico,,,,,,,Black Paisley,Stratocaster HSS,2012,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,406.0
,Silver,Basswood,Solid,LTD,,,Used,,"Korea, Republic of",No,,"Volume Knob, With Pickup",,,,V100,V-100,2007,,No,,,,V,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,249.95
,Red,"Solid Wood, Ash",Solid,Jackson,,,Used,,,No,Right-Handed,,,,,Does Not Apply,Flying V,2019,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,650.0
,,poplar,Solid,Squier,,,Used,,,No,Right-Handed,,,,,0370121587,0370121587,,Minor scratches throughout finishing; plays great.,Yes,,,,,,Right,,,Mini,,6 String,,Solid,885978888146,,109.99
,,,,Fender,,,Used,,United States,,,,,,,0885978820825,Original 50s Stratocaster,,,,,,,,,,,,,,,,,Does not apply,,1199.99
,White,Mahogany,Solid,ESP,,,Used,,,,,,,,,LIRONCROSSSW,Iron Cross,,,,,,,ESP LTD,,,,,,,6 String,,,0840248029605,,820.99
,,,,Ovation,,Black,New,,,,,,,,,Does not apply,AE44II-5,,,,,,,,,,,,Mid-Depth,,,Elite,,313017998902,,500.0
,White,Mahogany,Solid,Ibanez,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,,,,,,,,,,,,,Ibanez JEM,,,,,,,6 String,,,0887802121320,,450.0
,,,,Fender,,,,,,,,,,,,0970748009,0970748009,,,,,,,,,,,,,,,,,885978962082,,279.0
,Sunburst,Mahogany,Semi-Hollow,firefly,,,New,,,,,,,,,Does Not Apply,FFTH,2019,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,139.96
,,"Maple, Mahogany",Semi-Hollow,Epiphone,,,Used,,,,,,,,,ETBKANCB1,,,,,,,,,,,,,,,6 String,,,0711106260303,,333.0
,,,,Glarry,,,New,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,54.99
,White,Maple,Solid,Ethan Hart Guitars,,,New,,Indonesia,,,,,,,Does Not Apply,Floyd Rose,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,449.0
,Sunburst,Solid Wood,Solid,SX,,,New,,,No,Right-Handed,,,,,Lap 2 Ash 3TS,Lap 2 Ash 3TS,,,No,,No,,,,,,,,,6 String,,,823245715443,,159.95
,,,,Unbranded,,,New,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,,,55.79
,Natural,Solid Wood,Solid,COZART,,,New,,,No,,,,,,STL 01 SO NATURAL,,2019,,No,,,,,,Right-Handed,,,Full Size,,6 String,,Electric Guitar,Does not apply,,124.08
,,,,EVH,,,New,,,,,,,,,5107701559,,,,,,,,,,,,,,,,,,885978731183,,1099.99
,Brown Sunburst,poplar,Solid,Squier,,,New,,,No,Right-Handed,,,,,0370121532,0370121532,,,No,,,,,,Right,,,Mini,,6 String,,Solid,885978888139,,149.99
,,Solid Wood,Solid,Unbranded/Generic,,,New,China,,,Right-Handed,ST Style,Rosewood,,,Does not apply,,,,,Maple,,,,,,,,,,6 String,,ST Style,Does not apply,,63.48
,White,"Solid Wood, Empress",Solid,Cozart,,,New,,,No,Right-Handed,,,,,SST 01-12S WH,2019,2019,,No,,,,,,Right-Handed,,,Full Size,,12 String,,,Does not apply,,149.95
,,,,Unbranded,,,New,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,60.99
,Sunburst,"Solid Wood, Ash",Solid,Cozart,,,New,,,No,Right-Handed,,,,,SST 01 MAPLE FLAME,2018,2018,,No,,No,,,,Right-Handed,,,Full Size,,6 String,,Electric Guitar,Does not apply,,139.99
,Natural,Solid Wood,Solid,COZART,,,New,,,No,Right-Handed,,,,,SST 01 SM AF 830,,2018,,No,,No,,,,,,,Full Size,,6 String,,Electric Guitar,Does not apply,,140.0
,Tobacco Burst,,,,,,New,,,,,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,99.99
,Honey Burst,,Electric Traditional,Gibson,,,Used,,,,,,,,,Does Not Apply,Les Paul Traditional,2017,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,Does not apply,,1300.0
,Black,Solid Wood,Solid,Gibson,,,Used,,United States,,Right-Handed,,,,Case,Does Not Apply,Les Paul Studio Joe Bonamassa,2011,,No,,,,Gibson Les Paul,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,1495.0
,,,,D'Angelico,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,852675169748,,619.99
,Natural Wood,Solid Wood,Solid,Huntington,,,New,China,,,Left-Handed,,,,,GE139L-NT,GE139L,,,,,,,,,Left-Handed,,,Full Size,,6 String,,,Does not apply,,84.95
,Red,Acrylic,,,,,New,,,,,With Pickup,,,,,,,,,,,,,,,,,,,6 String,,,,,41.0
,Tobacco Sunburst,,Solid,Oscar Schmidt,,,New,,China,No,,"Volume Knob, With Pickup",,,,OS-300-TS-LH-A-U,OS-300-TS-LH,,,No,,,,,,Left-Handed,,,Full Size,Flat Top,6 String,,,801128537993,,149.99
,,Sapele,Grand Auditorium,Takamine,,,Used,,,,,With Pickup,,,,Does Not Apply,P3NC,2019,,,,,,,,,,Pro Series,,,6 String,,,,,800.0
,,,,Ibanez,,,Used,,,,,,,,,RGIX7FDLBNLB,,,,,,,,Ibanez RG,,Right-Handed,,,,,6 String,,,,,525.0
,Blue,,,Schecter,,,Used,,,,,,,,,Does Not Apply,Extreme-6,,,,,,,,,,,,,,6 String,,,Does not apply,,274.99
,Amber,Solid Wood,Solid,Epiphone,,,Used,USA,United States,,Right-Handed,,,,,,Les Paul Slash Appetite For Destruction,,,,,,,,,Right-Handed,,,,,6 String,,,,,995.0
,,,Semi-Hollow,Carvin,,,Used,,,,,,,,,,,,,,,,,,,,,,,,6 String,,,,,1704.0
,Natural,,Hollow,Epiphone,,,Used,,China,,,,,,,,Casino,2007,,,,,,,,Right-Handed,,,,,6 String,,,,,449.99
,Black,"Alder, Mahogany, Maple","Maple neck, mahogany body",Gretsch,,,New,,Unknown,,,,,,,,Gretsch jet club,2019,,,,,,Gretsch Electromatic G5420,,Right-Handed,,,,maple rosewood,6 String,,,,,257.0
,Mardi Gras,,Solid,Gibson,,,Used,,United States,,Right-Handed,,,,,Les Paul,Music Rising,2005,,,,,,,,,,,,,6 String,,,Does not apply,,5995.0
,Seafoam Green,Solid Wood,Solid,Fender,,,,,Indonesia,No,,"Pickup BLENDER Feature, Squire Startocaster, Blender Feature, 6lb 10oz., Master Tone Knob, Treble Bleed Mod, Volume Knob",,,,Squire,,2019,,No,,No,,Fender Stratocaster,,,,,Full Size,,6 String,,,Does not apply,,279.0
,,,,ESP,,,Used,,,,,,,,,,,,,,,,,ESP LTD,,,,,,,7 String,,,,,225.0
,Pink,,Solid,Ibanez,,,New,,Japan,,,,,,,,,,,,,,,Ibanez JEM,,Right-Handed,,,,,6 String,,,,,2475.0
,Blonde,"Maple, Spruce",Hollow Flat Top,Epiphone by Gibson,,,Used,,China,,,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,,Flat Top,6 String,,,,,99.99
,Tobacco Sunburst,,Okoume,G&L,,,New,,United States,,,,,,,,Skyhawk,2018,,,,,,,,,,,,,6 String,,,Does not apply,,1699.0
,Maroon,,,Peavey,,,Used,,United States,,,,,,,Does Not Apply,Limited,,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,419.99
,,Mahogany,Solid,Ibanez,,,New,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,510.0
,BLACK METALLIC,,Solid,Fender,"GUITAR ,HARDCASE",,Used,,Indonesia,Yes,,,,,,S/N IC040803925,Starcaster,2004,,No,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,125.0
,Sunburst,Solid Wood,Semi-Hollow,Kay,,,Used,,United States,,Right-Handed,,,,,,Speed Demon,Sixties,,,,,,,,Right-Handed,,,,,6 String,,,,,395.0
,Red,Mahogany,Solid,Ibanez,,,Used,,Indonesia,,,,,,,Does Not Apply,S570mqm,2011,Installed Dimarzo Evolution 2 pickup at the bridge.  I have also installed a Fender TBX tone pot.,Yes,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,425.0
,,Mahogany,Solid,Jay Turser,,,Used,,,,,,,,,,Cutlass F,,,,,,,,,Right-Handed,,,,,6 String,,,,,225.0
,Black,,,Epiphone,,,Used,,,,,,,,,,,2001,,,,,,Studio,,Right-Handed,,,,,6 String,,,,,169.0
,,,Solid,Unbranded,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,300.0
,,,Solid,Alamo,,,Used,,United States,,,,,,,Does Not Apply,Lap Steel,,,,,,,,,,,,,,6 String,,,,,275.0
,Red,,Solid,Schecter,,,Used,,,,,,,,,,007 Elite,,,,,,,,,,,,,,,,,,,355.0
,,,Semi-Hollow,Epiphone,,,Used,,"Korea, Republic of",,,,,,,Sheraton-II,Sheraton-II,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,299.99
,Black,,Solid,Kenneth,,,,,,,,,,,,Does Not Apply,Flying V,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,129.0
,Seafoam,Solid Wood,Solid,Fender,,,,,Indonesia,No,,"Pickup BLENDER Feature, Squire Startocaster, Blender Feature, 6lb 10oz., Master Tone Knob, Treble Bleed Mod, Volume Knob",,,,Squire,HSS,2019,"Treble Blender .. Pickup Mix, 2nd Tone converted to Blender",Yes,,No,,Fender Stratocaster,,,,,Full Size,,6 String,,,Does not apply,,299.0
,Transparent Red,,,B.C. Rich,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,Mockingbird,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,499.99
,Black,,,B.C. Rich,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,,,199.0
,,Mahogany,Solid,PRS,,,Used,,,,,,,,,,Custom,2017,,,,,,,,Right-Handed,,,,,6 String,,,,,1099.0
,Blue,,Solid,FireFly,,,New,,,,,,,,,Does Not Apply,FFLP,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,259.0
,,,,,,,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,159.99
,Blue,,,Fender,,,Used,,United States,,,,,,,,1995-1996 Bonnie Raitt Stratocaster,1996,,No,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,1195.0
,Green,,Semi-Hollow,Schecter,,,Used,,,,,,,,,,TSH 1-B,2017,,,,,,,,Right-Handed,,,,,6 String,,,,,345.0
,Red,Ash,Solid,Fender,,,Used,,United States,,,,,,,Does Not Apply,Custom,2016,Body customization,Yes,,,,Fender Telecaster,,,,,,,6 String,,,Does not apply,,699.0
,,,Solid,Schecter,,,Used,,,,,,,,,,Tempest,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,175.0
,,Wood,Hollow,Keith Urban,,,New,,,,Right-Handed,,,,,Does not apply,Ripcord,2017,,,,,,,,,,,,,6 String,,,Does not apply,,209.97
,Red,,Solid,Schecter,,,Used,,,,,,,,,,007 Elite,,,,,,,,,,,,,,7 String,,,,,339.0
,Cherry,Solid Wood,Solid,Epiphone,,,Used,,"Korea, Republic of",,Right-Handed,,,,,,G-300,1996,,,,,,,,,,,,,6 String,,,,,279.0
,,,,Fender,,,Used,,,,,,,,,,Starcaster Strat,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,35.0
,Red,,,Fender,,,Used,,,,Right-Handed,,,,,0131610309,0131610309,,,,,,,,,,,,,,6 String,,,Does not apply,,440.0
,Satin Cherry,,Solid,Epiphone,Gibson Gigbag,,Used,,,Yes,Right-Handed,,,,,Does not apply,SG Special,,,,,,,,,,,,,,6 String,G400,,Does not apply,,299.99
,Butterscotch,Ash,Solid,Fender,,,Used,,United States,,,,,,,,Fender Player Telecaster,2011,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,,,1299.0
,NATURAL,Solid Wood,Solid,Cozart,,,New,,,,,,,,,STL 01 SO N,Vintage STYLE,2019,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,83.0
,Purple,,Solid,Unbranded,WITH CASE.,,Used,,,Yes,Right-Handed,,,,,Does Not Apply,OLD,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,177.77
,,,,Jameson Guitars,,Blue,Used,,,,Right-Handed,,,,,DRN979CTV BLS 2ND,DRN979CTV BLS 2ND,,,,,,,,,,,,,,6 String,,,Does not apply,,41.0
,Cherry Sunburst,Mahogany,Solid,Line 6,,,Used,,,,,"Modeling and Alternate Tuning Technology, Built-in Effects",,,,99-252-0115,James Tyler Variax - JTV59,,,,,,,Variax,,Right-Handed,,,,,6 String,,,,,1000.0
,Black,Basswood,Solid,Unbranded,,,New,,United States,No,,Built-in Amp,,,,Does Not Apply,,,,No,,,,,,Right-Handed,,,Full Size,,6 String,Electric Guitar,,Does Not Apply,,77.77
,Tobacco Sunburst,Maple,Semi-Hollow,Washburn,,,Used,,,,,,,,,Does Not Apply,HB-30,,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,Does Not Apply,,203.5
,,,,Jameson Guitars,,Red,Used,,,,Right-Handed,,,,,DRN979CTV RDS 2,DRN979CTV RDS 2,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,31.0
,White,Walnut,,Gretsch,,,New,,,,Right-Handed,,,,,2805400505,G2210,2020,,,,,,Gretsch Streamliner,,,,,,,6 String,,,885978355266,,299.99
,Black and Golden,Basswood,Solid,Unbranded,,,New,,United States,No,Right-Handed,,,,,Does Not Apply,,,,No,,,,,,Right-Handed,,,Full Size,,6 String,Electric Guitar,,Does Not Apply,,77.77
,,,,Jameson Guitars,,Sunburst,Used,,,,Right-Handed,,,,,DRN979CTV SB 2,DRN979CTV SB 2,,,,,,,,,,,,,,6 String,,,Does not apply,,45.0
,,,,Jameson Guitars,,Black,Used,,,,Left Handed,With Pickup,,,,DRN979CTV LH BK 2ND,DRN979CTV LH BK 2ND,,,,,,,,,Left-Handed,,,,,6 String,,,Does not apply,,28.0
,,,,Muslady,,,New,,,,Right-Handed,,Rosewood,,,CNW5276265931759PE,,,,,Mahogany,,,,,,,,,,6 String,,LP Style,721047951437,,64.99
,,,,ESP,,,New,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,799493258400,,749.0
,Gloss Black,,Solid,Jackson,,,Used,,,No,Right-Handed,,,,,2910121503,2910121503,,,No,,,,,,Right,,,Full Size,,6 String,,Solid,885978976737,,134.99
,,,,Yamaha,,,New,,,No,,,,,,APX600FM,,,,,,,,,,,,,,,,,,889025120500,,701.99
,Blue,Hardwood,Right-handed guitar,Segawe,,,New,,,,,Built-in Amp,,,,ALT-Y01-1206A-2,"39"" Electric Guitar",,,,,,,,,,,,,,6 String,Electric Guitar,,Does not apply,,89.98
,White,Solid Wood,Semi-Hollow,COZART,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,Right-Handed,,,,,12s01,,2020,,,,,,,,Right-Handed,,,Full Size,,12 String,,,Does not apply,,145.0
,,,,Unbranded,,,New,,China,,,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,127.98
,,,,Glarry,,,New,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,80.99
,,,,PRS,,,New,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,825362003526,,899.0
,,,,Jackson,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,Does Not Apply,,299.99
,Multi-Color,,,Peavey Blowout,,,New,,,,Right-Handed,,,,,3020340,Simpsons Rockmaster,,,,,,,,,,,,,,6 String,,,014367627947,,99.99
,,,,Muslady,,,New,,,,Right-Handed,,Maple,,,ENQ2338351379506PG,,,,,Maple,,,,,,,,,,6 String,,,721047688876,,61.29
,,,,Gretsch Guitars,,,New,,,,,,,,,2505811544,,,,,,,,,,,,,,,,,,885978676095,,899.99
,,,,Glarry,,,New,,,,Right-Handed,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,,,65.99
,Sunburst,Paulownia,Solid,COZART,,,New,,,,,,,,,SST 01-12S TB,,2019,,,,,,,,Right-Handed,,,Full Size,,12 String,,,Does not apply,,139.99
,Silver,,Solid,KING,,,New,,,,,,,,,SIM 10 SS,,2020,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,165.0
,Blue,,Hollow,Uenjoy,,Blue,New,,,,"Right-Handed, Left-Handed",,,,,60700010,0010,,,,,,,,,,,Acoustic,"38""",,6 String,Melody Maker,,709202324227,,31.9
,,Basswood,Solid,Squier,,,New,,,,,,,,,0370017503,Stratocaster HSS,,,,,,,,,Right-Handed,,,,,6 String,,,885978884551,,129.99
,White Satin,"Solid Wood, Basswood",Solid,Jackson,,,,,Indonesia,,Right-Handed,,,,,Does Not Apply,RRX24,2019,,,,,,,,,,,,,6 String,,,Does not apply,,579.99
,Natural Gloss,"Sitka Spruce, Mahogany",Dreadnought,Guild,,Natural Gloss Finish,,,China,,,,,,,Does Not Apply,D140,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,559.0
,,,,Ibanez,,,Used,,,,,,,,,,GSA60,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,99.99
,Vintage Sunburst,Maple,Solid,Squier,,,Used,,,,,,,,,Does Not Apply,Stratocaster,2010,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,109.99
,Black,,Semi-Hollow,Epiphone,,,Used,,,,,,,,,ES-339 PRO,ES-339,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,399.95
,Wine Red,,Solid,Gibson,,,Used,,,,,,,,,Does Not Apply,The Paul,1981,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,999.99
,,,Solid,Fender,,,Used,,,,,,,,,,,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,370.0
,Black,,Solid,,,,Used,,United States,,,,,,,,,,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,,,40.0
,Red,Basswood,Solid,Ibanez,,,Used,,Indonesia,,,,,,,Does Not Apply,RG927QMF,,,,,,,Ibanez RG,,Right-Handed,,,,,7 String,,,,,500.0
,Red,,,Peavey,,,Used,,,,,Built-in Amp,,,,,Vintage,,,,,,,,,,,,,,6 String,,,,,525.0
,Black,Alder,Solid,Fender,,,Used,,United States,,,,,,,,Stratocaster Delux,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,999.99
,Black,,,Gibson,,,Used,,,,,,,,,,Les Paul Standard,2005,,,,,,Gibson Les Paul,,,,,,,6 String,,,,,1300.0
,,Hardwood,Solid,Davison Guitars,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,Right-Handed,,,,,GTR235PKG,GTR235PKG,,,,Maple,,Humbucker,,,Right-Handed,,,,,6 String,,,,,60.0
,Worn Cherry,,,Epiphone,,,Used,,,,,,,,,,SG G400,,,,,,,,,Right-Handed,,,,,6 String,,,,,189.99
,Gold,,Hollow,Gretsch,,,,,Indonesia,,Right-Handed,,,,,Does Not Apply,G5021E,,,,,,,,,,,,,,6 String,,,,,299.99
,,Solid Wood,Solid,Carvin,,,Used,,United States,,Right-Handed,,,,,,DC127,,,,,,,,,,,,,,6 String,,,,,550.0
,Clear,Solid Wood,Solid,Fender,,,Used,,United States,,Right-Handed,,,,,,,1967,,,,,,,,,,,Full Size,,6 String,,,,,6000.0
,,,,Charvel,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,100.0
,Orange,,Dinky DK2,Jackson,,,Used,,,,,,,,,Does Not Apply,DK2,,,,,,,,,Right-Handed,,,,,6 String,,,,,400.0
,,Rosewood,Solid,G&L,,,Used,,,,,,,,,Does Not Apply,ASAT Classic,,,,,,,,,,,,,,6 String,,,Does not apply,,888.88
,Black,,Solid,B.C. Rich,,,Used,,Indonesia,No,Right-Handed,,,,,Does Not Apply,Warlock,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,134.95
,Natural,,Semi-Hollow,Epiphone,,,Used,,,,,,,,,U05064857,Sheraton-II,2006,,,,,,Epiphone Sheraton,,Right-Handed,,,,,6 String,,,Does not apply,,361.55
,Multicolor,Maple,Solid,Fender,,,Used,,,,,,,,,,Telecaster American Standard,2015,,Yes,,,,Fender Telecaster,,Right-Handed,,,Full Size,,6 String,,,,,720.0
,Gold,,Solid,Fender,,,Used,,China,,,,,,,Does Not Apply,,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,82.0
,olive green with cream trim.,,Solid,Samick,"The guitar, a gig bag, and strap are included.",,Used,,Unknown,Yes,,,,,,,Torino,2005,,No,,,,torino,,Right-Handed,,,Full Size,Archtop,6 String,,,,,227.5
,,,,Gibson,,,New,,,Yes,,,,,,Does Not Apply,Les Paul Special II,2011,,,,,,Gibson Les Paul,,,,,,,6 String,,,,,400.0
,Black,,Solid,Gibson,,,Used,,United States,,,,,,,,Les Paul Deluxe,1978,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,1650.0
,Black,,Solid,Ibanez,,,Used,,Japan,,,,,,,,RG3727FZ,,,,,,,Ibanez Prestige,,Right-Handed,,,Full Size,,7 String,,,,,1478.99
,Black,,,Eastwood,,,Used,,,,,,,,,,Sidejack,,,,,,,,,Right-Handed,,,,,6 String,,,,,395.0
,Black,,,Fender,,,Used,,Japan,,,,,,,,Stratocaster,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,699.0
,Vintage Blonde,Basswood,,Squier,,,Used,,,No,,,,,,Does Not Apply,Vintage Modified '51,2005,,No,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,Does not apply,,193.5
,White,Mahogany,Solid,Epiphone,,,,,,,,,,,,Does Not Apply,Les Paul Studio,2018,,,,,,Epiphone Les Paul,,Right-Handed,,,Full Size,,6 String,,,,,83.0
,Sunburst Flametop,Solid Wood,Solid,Jackson,,,Used,,,,Right-Handed,,,,,Does not apply,DX10D,,,,,,,,,,,,,,6 String,Dinky,,Does not apply,,299.99
,,,Solid,Chibson,,,Used,,China,,,,,,,,,2019,,,,,,,,,,,,,6 String,,,,,495.0
,Black,,,Dean,,,Used,,,,,,,,,Does Not Apply,XM,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,11.5
,Red,Mahogany,Solid,Brian May Guitars,,,Used,,,,,"Volume Knob, With Pickup",,,,,Brian May Red Special,2011,,,,,,Brian May Red Special,,Right-Handed,,,,,6 String,,,,,750.0
,,Mahogany,Solid,Gibson,,,Used,,United States,,,,,,,,Les Paul Junior,2014,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,569.0
,Amber Sunburst,Basswood,,ESP LTD,,,Used,,,No,Right-Handed,,Rosewood,,,Does Not Apply,H-101FM,,,No,,,,ESP LTD,,Right-Handed,,LTD,,,6 String,,Electric Guitar,,,182.5
,emerald green,,Solid,Jimmy Foster,,,Used,,United States,,,"Volume Knob, With Pickup",,,,,F9,1992,,,,,,,,Right-Handed,,,Full Size,Solid body,6 String,,,,,1375.0
,Black,,Baritone,Ibanez,,,Used,,,,,,,,,,GRX20Z,,,,,,,Ibanez RG,,Right-Handed,,,,,6 String,,,,,80.0
,"Blue Steel, gloss",Solid Wood,Solid,Gibson,,,Used,,United States,,Right-Handed,,,,,Does Not Apply,Les Paul Standard 3A Quilt Top,2011,,,,,,,,,,,,,6 String,,,Does not apply,,2499.0
,White,Solid Wood,Solid,JB Player,,,Used,,"Korea, Republic of",,Right-Handed,,,,,Does Not Apply,Sledgehammer,80s to early 90s?,,,,,,,,,,,Full Size,,6 String,,,Does not apply,,69.99
,Eriza Verde,Solid Wood,Solid,Paul Reed Smith,,,New,,United States,,Right-Handed,,,,,285217,CE 24,2019,,,,,,,,,285217,,,,6 String,,,00825362035428,,2199.0
,Black,,Solid,Ibanez,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,ICX-120,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,249.99
,Sunburst,,Solid,Fender,,,Used,,,,,,,,,,Telecaster American Deluxe,2007,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,,,999.0
,Surf Green,Ash,Solid,Fender,,,Used,,Japan,,,,,,,Does Not Apply,Stratocaster STR-850LS,1990,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,1099.99
,Tobacco Sunburst,Maple,Semi-Hollow,Gibson,,,Used,,United States,,,,,,,,ES-335,2003,,,,,,Gibson ES,,Right-Handed,,,,,6 String,,,,,2100.0
,Purple,,Solid,Ibanez,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,RG270,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,152.5
,Brown,Basswood,Solid,Schecter,,,Used,,,,,,,,,,,,,,,,,Schecter Diamond C Series,,Right-Handed,,,,Archtop,6 String,,,,,167.0
,sunburst,Maple,,Fender,,,Used,,Mexico,,,,,,,,stratocaster,2013,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,MX13419642,650.0
,vintage burst,,Solid,Gibson,,,Used,,United States,,,,,,,Does Not Apply,Les Paul Studio,2018,50's hand wired point to point      50's wiring     input jack      toggle switch  1959 pickups,Yes,,,,Gibson Les Paul,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,795.0
,,,,Ernie Ball,,,New,,,,,,,,,618-BH-50-00-CS-CR,,,,,,,,,,,,,,,,,,749699100522,,3399.0
,Montego Black Metallic,,Solid,Squier,"Fender Squier Affinity Stratocaster HSS - Montego Black Metallic Bundle with Gig Bag, Tuner, Strap, Picks, and Austin Bazaar Instructional DVD",,New,,,Yes,Right-Handed,,,,,FEN-0370700564-COMBO-DLX,FEN-0370700564-COMBO-DLX,,,No,,,,Affinity,,Right,,Affinity,Full Size,,6 String,,Solid,726152022751,,224.99
